"","continent_level","date","cases","new_cases","deaths","new_deaths","weeks_since_death10","weeks_since_case100","continent","pop","cases_per_million","new_cases_per_million","deaths_per_million","new_deaths_per_million"
"269","North America",1986-04-23,37051712,538768,839691,8674,59,59,"North America",5.8e+08,63882.3,928.9,1447.7,15
"270","North America",1986-04-30,37529475,477763,847766,8075,60,60,"North America",5.8e+08,64706,823.7,1461.7,13.9
"271","North America",1986-05-07,37947910,418435,855488,7722,61,61,"North America",5.8e+08,65427.4,721.4,1475,13.3
"272","Oceania",1985-01-31,9,9,0,0,0,0,"Oceania",3.8e+07,0.2,0.2,0,0
"273","Oceania",1985-02-07,15,6,0,0,0,0,"Oceania",3.8e+07,0.4,0.2,0,0
"274","Oceania",1985-02-14,15,0,0,0,0,0,"Oceania",3.8e+07,0.4,0,0,0
"275","Oceania",1985-02-21,15,0,0,0,0,0,"Oceania",3.8e+07,0.4,0,0,0
"276","Oceania",1985-02-28,16,1,0,0,0,0,"Oceania",3.8e+07,0.4,0,0,0
"277","Oceania",1985-03-06,64,48,2,2,0,0,"Oceania",3.8e+07,1.7,1.3,0.1,0.1
"278","Oceania",1985-03-13,205,141,3,1,0,0,"Oceania",3.8e+07,5.4,3.7,0.1,0
"279","Oceania",1985-03-20,832,627,7,4,0,1,"Oceania",3.8e+07,21.9,16.5,0.2,0.1
"280","Oceania",1985-03-27,3517,2685,13,6,0,2,"Oceania",3.8e+07,92.6,70.7,0.3,0.2
"281","Oceania",1985-04-03,6206,2689,29,16,1,3,"Oceania",3.8e+07,163.3,70.8,0.8,0.4
"282","Oceania",1985-04-10,7516,1310,56,27,2,4,"Oceania",3.8e+07,197.8,34.5,1.5,0.7
"283","Oceania",1985-04-17,7955,439,77,21,3,5,"Oceania",3.8e+07,209.3,11.6,2,0.6
"284","Oceania",1985-04-24,8164,209,97,20,4,6,"Oceania",3.8e+07,214.8,5.5,2.6,0.5
"285","Oceania",1985-05-01,8289,125,113,16,5,7,"Oceania",3.8e+07,218.1,3.3,3,0.4
"286","Oceania",1985-05-08,8436,147,118,5,6,8,"Oceania",3.8e+07,222,3.9,3.1,0.1
"287","Oceania",1985-05-15,8559,123,119,1,7,9,"Oceania",3.8e+07,225.2,3.2,3.1,0
"288","Oceania",1985-05-22,8629,70,122,3,8,10,"Oceania",3.8e+07,227.1,1.8,3.2,0.1
"289","Oceania",1985-05-29,8714,85,125,3,9,11,"Oceania",3.8e+07,229.3,2.2,3.3,0.1
"290","Oceania",1985-06-05,8782,68,124,0,10,12,"Oceania",3.8e+07,231.1,1.8,3.3,0
"291","Oceania",1985-06-12,8824,42,124,0,11,13,"Oceania",3.8e+07,232.2,1.1,3.3,0
"292","Oceania",1985-06-19,8946,122,124,0,12,14,"Oceania",3.8e+07,235.4,3.2,3.3,0
"293","Oceania",1985-06-26,9152,206,126,2,13,15,"Oceania",3.8e+07,240.8,5.4,3.3,0.1
"294","Oceania",1985-07-03,9819,667,126,0,14,16,"Oceania",3.8e+07,258.4,17.6,3.3,0
"295","Oceania",1985-07-10,11133,1314,129,3,15,17,"Oceania",3.8e+07,293,34.6,3.4,0.1
"296","Oceania",1985-07-17,13032,1899,140,11,16,18,"Oceania",3.8e+07,342.9,50,3.7,0.3
"297","Oceania",1985-07-24,15565,2533,167,27,17,19,"Oceania",3.8e+07,409.6,66.7,4.4,0.7
"298","Oceania",1985-07-31,18941,3376,226,59,18,20,"Oceania",3.8e+07,498.4,88.8,5.9,1.6
"299","Oceania",1985-08-07,22482,3541,304,78,19,21,"Oceania",3.8e+07,591.6,93.2,8,2.1
"300","Oceania",1985-08-14,24943,2461,405,101,20,22,"Oceania",3.8e+07,656.4,64.8,10.7,2.7
"301","Oceania",1985-08-21,26662,1719,512,107,21,23,"Oceania",3.8e+07,701.6,45.2,13.5,2.8
"302","Oceania",1985-08-28,27755,1093,629,117,22,24,"Oceania",3.8e+07,730.4,28.8,16.6,3.1
"303","Oceania",1985-09-04,28482,727,779,150,23,25,"Oceania",3.8e+07,749.5,19.1,20.5,3.9
"304","Oceania",1985-09-11,28942,460,834,55,24,26,"Oceania",3.8e+07,761.6,12.1,21.9,1.4
"305","Oceania",1985-09-18,29244,302,877,43,25,27,"Oceania",3.8e+07,769.6,7.9,23.1,1.1
"306","Oceania",1985-09-25,29411,167,904,27,26,28,"Oceania",3.8e+07,774,4.4,23.8,0.7
"307","Oceania",1985-10-02,29541,130,927,23,27,29,"Oceania",3.8e+07,777.4,3.4,24.4,0.6
"308","Oceania",1985-10-09,29695,154,931,4,28,30,"Oceania",3.8e+07,781.4,4.1,24.5,0.1
"309","Oceania",1985-10-16,29874,179,938,7,29,31,"Oceania",3.8e+07,786.2,4.7,24.7,0.2
"310","Oceania",1985-10-23,30049,175,939,1,30,32,"Oceania",3.8e+07,790.8,4.6,24.7,0
"311","Oceania",1985-10-30,30175,126,941,2,31,33,"Oceania",3.8e+07,794.1,3.3,24.8,0.1
"312","Oceania",1985-11-06,30273,99,941,0,32,34,"Oceania",3.8e+07,796.7,2.6,24.8,0
"313","Oceania",1985-11-13,30333,60,941,0,33,35,"Oceania",3.8e+07,798.2,1.6,24.8,0
"314","Oceania",1985-11-20,30486,153,941,0,34,36,"Oceania",3.8e+07,802.3,4,24.8,0
"315","Oceania",1985-11-27,30643,157,941,0,35,37,"Oceania",3.8e+07,806.4,4.1,24.8,0
"316","Oceania",1985-12-04,30773,130,942,1,36,38,"Oceania",3.8e+07,809.8,3.4,24.8,0
"317","Oceania",1985-12-11,30905,132,943,1,37,39,"Oceania",3.8e+07,813.3,3.5,24.8,0
"318","Oceania",1985-12-18,31066,161,943,0,38,40,"Oceania",3.8e+07,817.5,4.2,24.8,0
"319","Oceania",1985-12-25,31275,209,944,1,39,41,"Oceania",3.8e+07,823,5.5,24.8,0
"320","Oceania",1986-01-01,31475,200,945,1,40,42,"Oceania",3.8e+07,828.3,5.3,24.9,0
"321","Oceania",1986-01-08,31658,183,945,0,41,43,"Oceania",3.8e+07,833.1,4.8,24.9,0
"322","Oceania",1986-01-15,31846,188,945,0,42,44,"Oceania",3.8e+07,838.1,4.9,24.9,0
"323","Oceania",1986-01-22,31950,104,945,0,43,45,"Oceania",3.8e+07,840.8,2.7,24.9,0
"324","Oceania",1986-01-29,32039,89,945,0,44,46,"Oceania",3.8e+07,843.1,2.3,24.9,0
"325","Oceania",1986-02-05,32134,95,945,0,45,47,"Oceania",3.8e+07,845.6,2.5,24.9,0
"326","Oceania",1986-02-12,32215,81,945,0,46,48,"Oceania",3.8e+07,847.8,2.1,24.9,0
"327","Oceania",1986-02-19,32307,92,947,2,47,49,"Oceania",3.8e+07,850.2,2.4,24.9,0.1
"328","Oceania",1986-02-26,32650,343,949,2,48,50,"Oceania",3.8e+07,859.2,9,25,0.1
"329","Oceania",1986-03-05,33008,358,953,4,49,51,"Oceania",3.8e+07,868.6,9.4,25.1,0.1
"330","Oceania",1986-03-12,33447,439,958,5,50,52,"Oceania",3.8e+07,880.2,11.6,25.2,0.1
"331","Oceania",1986-03-19,34389,942,973,15,51,53,"Oceania",3.8e+07,905,24.8,25.6,0.4
"332","Oceania",1986-03-26,36488,2099,976,3,52,54,"Oceania",3.8e+07,960.2,55.2,25.7,0.1
"333","Oceania",1986-04-02,38413,1925,997,21,53,55,"Oceania",3.8e+07,1010.9,50.7,26.2,0.6
"334","Oceania",1986-04-09,39903,1490,1005,8,54,56,"Oceania",3.8e+07,1050.1,39.2,26.4,0.2
"335","Oceania",1986-04-16,41531,1628,1020,15,55,57,"Oceania",3.8e+07,1092.9,42.8,26.8,0.4
"336","Oceania",1986-04-23,42708,1177,1038,18,56,58,"Oceania",3.8e+07,1123.9,31,27.3,0.5
"337","Oceania",1986-04-30,43569,861,1046,8,57,59,"Oceania",3.8e+07,1146.6,22.7,27.5,0.2
"338","Oceania",1986-05-07,44330,761,1061,15,58,60,"Oceania",3.8e+07,1166.6,20,27.9,0.4
"339","South America",1985-02-28,3,3,0,0,0,0,"South America",4.2e+08,0,0,0,0
"340","South America",1985-03-06,43,40,0,0,0,0,"South America",4.2e+08,0.1,0.1,0,0
"341","South America",1985-03-13,309,266,3,3,0,0,"South America",4.2e+08,0.7,0.6,0,0
"342","South America",1985-03-20,2332,2023,23,20,0,1,"South America",4.2e+08,5.6,4.8,0.1,0
"343","South America",1985-03-27,8947,6617,168,145,1,2,"South America",4.2e+08,21.3,15.8,0.4,0.3
"344","South America",1985-04-03,21190,12243,679,511,2,3,"South America",4.2e+08,50.5,29.1,1.6,1.2
"345","South America",1985-04-10,44948,23758,1798,1119,3,4,"South America",4.2e+08,107,56.6,4.3,2.7
"346","South America",1985-04-17,72869,27921,3318,1520,4,5,"South America",4.2e+08,173.5,66.5,7.9,3.6
"347","South America",1985-04-24,122066,49197,5572,2254,5,6,"South America",4.2e+08,290.6,117.1,13.3,5.4
"348","South America",1985-05-01,191859,69793,9485,3913,6,7,"South America",4.2e+08,456.8,166.2,22.6,9.3
"349","South America",1985-05-08,285986,94127,14605,5120,7,8,"South America",4.2e+08,680.9,224.1,34.8,12.2
"350","South America",1985-05-15,408132,122146,21459,6854,8,9,"South America",4.2e+08,971.7,290.8,51.1,16.3
"351","South America",1985-05-22,586893,178761,29375,7916,9,10,"South America",4.2e+08,1397.4,425.6,69.9,18.8
"352","South America",1985-05-29,811657,224764,38118,8743,10,11,"South America",4.2e+08,1932.5,535.2,90.8,20.8
"353","South America",1985-06-05,1095816,284159,47441,9323,11,12,"South America",4.2e+08,2609.1,676.6,113,22.2
"354","South America",1985-06-12,1380705,284889,57575,10134,12,13,"South America",4.2e+08,3287.4,678.3,137.1,24.1
"355","South America",1985-06-19,1693540,312835,68689,11114,13,14,"South America",4.2e+08,4032.2,744.8,163.5,26.5
"356","South America",1985-06-26,2041775,348235,79405,10716,14,15,"South America",4.2e+08,4861.4,829.1,189.1,25.5
"357","South America",1985-07-03,2413190,371415,90818,11413,15,16,"South America",4.2e+08,5745.7,884.3,216.2,27.2
"358","South America",1985-07-10,2788706,375516,102185,11367,16,17,"South America",4.2e+08,6639.8,894.1,243.3,27.1
"359","South America",1985-07-17,3165239,376533,114967,12782,17,18,"South America",4.2e+08,7536.3,896.5,273.7,30.4
"360","South America",1985-07-24,3614507,449268,130967,16000,18,19,"South America",4.2e+08,8606,1069.7,311.8,38.1
"361","South America",1985-07-31,4101837,487330,143574,12607,19,20,"South America",4.2e+08,9766.3,1160.3,341.8,30
"362","South America",1985-08-07,4612623,510786,156626,13052,20,21,"South America",4.2e+08,10982.4,1216.2,372.9,31.1
"363","South America",1985-08-14,5144145,531522,173182,16556,21,22,"South America",4.2e+08,12248,1265.5,412.3,39.4
"364","South America",1985-08-21,5614867,470722,185654,12472,22,23,"South America",4.2e+08,13368.7,1120.8,442,29.7
"365","South America",1985-08-28,6108159,493292,198090,12436,23,24,"South America",4.2e+08,14543.2,1174.5,471.6,29.6
"366","South America",1985-09-04,6608048,499889,209903,11813,24,25,"South America",4.2e+08,15733.4,1190.2,499.8,28.1
"367","South America",1985-09-11,6993703,388098,225496,15593,25,26,"South America",4.2e+08,16651.7,924,536.9,37.1
"368","South America",1985-09-18,7412401,418698,235398,9902,26,27,"South America",4.2e+08,17648.6,996.9,560.5,23.6
"369","South America",1985-09-25,7811306,398905,246022,10624,27,28,"South America",4.2e+08,18598.3,949.8,585.8,25.3
"370","South America",1985-10-02,8158421,347115,258389,12367,28,29,"South America",4.2e+08,19424.8,826.5,615.2,29.4
"371","South America",1985-10-09,8562711,404290,269098,10709,29,30,"South America",4.2e+08,20387.4,962.6,640.7,25.5
"372","South America",1985-10-16,8900889,338178,277612,8514,30,31,"South America",4.2e+08,21192.6,805.2,661,20.3
"373","South America",1985-10-23,9258481,357592,285896,8284,31,32,"South America",4.2e+08,22044,851.4,680.7,19.7
"374","South America",1985-10-30,9618542,360061,293744,7848,32,33,"South America",4.2e+08,22901.3,857.3,699.4,18.7
"375","South America",1985-11-06,9909531,290989,300877,7133,33,34,"South America",4.2e+08,23594.1,692.8,716.4,17
"376","South America",1985-11-13,10250445,340914,307784,6907,34,35,"South America",4.2e+08,24405.8,811.7,732.8,16.4
"377","South America",1985-11-20,10610692,360247,315617,7833,35,36,"South America",4.2e+08,25263.6,857.7,751.5,18.6
"378","South America",1985-11-27,10971639,360947,322716,7099,36,37,"South America",4.2e+08,26123,859.4,768.4,16.9
"379","South America",1985-12-04,11415253,443614,330334,7618,37,38,"South America",4.2e+08,27179.2,1056.2,786.5,18.1
"380","South America",1985-12-11,11847866,432613,338096,7762,38,39,"South America",4.2e+08,28209.2,1030,805,18.5
"381","South America",1985-12-18,12332344,484478,346639,8543,39,40,"South America",4.2e+08,29362.7,1153.5,825.3,20.3
"382","South America",1985-12-25,12803560,471216,354930,8291,40,41,"South America",4.2e+08,30484.7,1121.9,845.1,19.7
"383","South America",1986-01-01,13241727,438167,363563,8633,41,42,"South America",4.2e+08,31527.9,1043.3,865.6,20.6
"384","South America",1986-01-08,13789814,548087,373646,10083,42,43,"South America",4.2e+08,32832.9,1305,889.6,24
"385","South America",1986-01-15,14459181,669367,385382,11736,43,44,"South America",4.2e+08,34426.6,1593.7,917.6,27.9
"386","South America",1986-01-22,15103979,644798,398300,12918,44,45,"South America",4.2e+08,35961.9,1535.2,948.3,30.8
"387","South America",1986-01-29,15724104,620125,412171,13871,45,46,"South America",4.2e+08,37438.3,1476.5,981.4,33
"388","South America",1986-02-05,16277157,553053,425481,13310,46,47,"South America",4.2e+08,38755.1,1316.8,1013,31.7
"389","South America",1986-02-12,16785159,508002,438481,13000,47,48,"South America",4.2e+08,39964.7,1209.5,1044,31
"390","South America",1986-02-19,17274971,489812,450752,12271,48,49,"South America",4.2e+08,41130.9,1166.2,1073.2,29.2
"391","South America",1986-02-26,17832798,557827,463512,12760,49,50,"South America",4.2e+08,42459,1328.2,1103.6,30.4
"392","South America",1986-03-05,18407118,574320,477535,14023,50,51,"South America",4.2e+08,43826.5,1367.4,1137,33.4
"393","South America",1986-03-12,19084874,677756,493620,16085,51,52,"South America",4.2e+08,45440.2,1613.7,1175.3,38.3
"394","South America",1986-03-19,19810464,725590,513283,19663,52,53,"South America",4.2e+08,47167.8,1727.6,1222.1,46.8
"395","South America",1986-03-26,20598716,788252,534164,20881,53,54,"South America",4.2e+08,49044.6,1876.8,1271.8,49.7
"396","South America",1986-04-02,21408858,810142,560349,26185,54,55,"South America",4.2e+08,50973.5,1928.9,1334.2,62.3
"397","South America",1986-04-09,22250300,841442,587560,27211,55,56,"South America",4.2e+08,52976.9,2003.4,1399,64.8
"398","South America",1986-04-16,23150047,899747,615844,28284,56,57,"South America",4.2e+08,55119.2,2142.3,1466.3,67.3
"399","South America",1986-04-23,24025461,875414,643957,28113,57,58,"South America",4.2e+08,57203.5,2084.3,1533.2,66.9
"400","South America",1986-04-30,24878216,852755,672415,28458,58,59,"South America",4.2e+08,59233.8,2030.4,1601,67.8
"401","South America",1986-05-07,25681088,802872,697842,25427,59,60,"South America",4.2e+08,61145.4,1911.6,1661.5,60.5
